tenure,deposit,turnover,withdrawal,deposit_next
3145,10499.73,88706.41,3620.48,0
1655,1308.65,9859.37,691.28,184.47
2960,5425.49,36155.38,1775.14,487.5
224,80.64,403.28,92.2,0
1095,2813.03,38598.97,3222.49,3760.71
655,27392.39,95752.24,23646.9,179.35
2456,288.82,3099.13,1157.72,0
3921,66151.74,335502.73,52587.39,0
1699,349.97,1268.39,346.81,45.92
1030,352.92,352.99,0,0
2388,376.42,3028.57,329.75,71.22
696,250.41,250.41,0,0
1655,220.76,2650.71,93.94,0
1195,69.9,291.48,0,0
0,35.85,244.23,145.06,0
1976,1756.13,6096.56,1225.94,47.54
0,32.26,3.36,0,304.88
1492,233.54,332.56,0,0
2665,97485.65,1787496.1,64559.07,1559.3
5584,8871.76,11823.99,6464,0
0,57.36,0,57.36,154.17
0,22.91,57.5,45.82,93.68
7,5339.38,19779.73,3451.76,0
0,23.47,23.47,0,0
3332,81553.08,264429.71,41573.09,3455.13
0,23.98,31.66,0,48.43
2308,1005.36,5843.38,500.75,0
4440,46203.95,352692.94,49235.56,4718.42
1524,140.6,1019.93,0,0
370,1257.47,8248.01,1459.55,320.99
1219,68.09,468.15,0,0
6097,3177.36,9671.24,3759.53,9290.33
584,28485.26,224033.29,17705.99,517.92
4196,79353.73,1011284.71,45624.8,0
394,698.53,2907.95,0,579.4
7405,510300.76,4048894.39,410580.65,712.81
4109,519.22,2251.36,0,0
1709,4788.75,36846.21,0,0
531,437.33,2111.96,0,0
71,736.99,2556.95,625.02,1558.2
0,24.07,64.74,0,120.38
7368,27291.9,217673.58,19117.21,3791.04
998,100.09,653.04,0,0
85,275.6,1231.77,558.59,2071.14
1665,118.65,1015.05,0,0
2748,47.12,92.12,0,0
1840,30713,161415.12,22973.4,239.34
1314,1859.73,20979.62,0,0
219,23.24,11.62,127.84,0
4639,281037.17,2301195.25,189942.47,2916.2
0,47.29,169.31,0,0
4771,988.71,3478.18,835.08,297.35
1378,1976.6,9868.85,839.41,0
0,35.89,437.32,0,361.37
102,2337.08,10633.96,4299.51,0
3556,636.26,3365.66,585.58,0
4140,2575.77,25593.26,1685.12,69.04
219,1419.18,5069.61,0,0
2035,55805.52,158299.92,40641.45,717.75
2149,13475.32,190386.03,7263.93,708.29
1670,811.43,1817.93,256.08,191
180,1414.72,14922.97,111.59,3567.49
1672,4154.08,7234.24,963.53,0
1689,1048.05,5501.36,0,0
173,3283.41,17074.44,12486,4611.4
1736,2366.04,4539.16,0,0
338,996.33,4702.21,0,0
183,283.14,784.51,53.3,0
1706,71.13,229.86,0,0
891,4103.8,15665.95,982.92,2124.34
5550,32552.16,125702.24,35899.78,57.15
769,80.34,272.71,0,0
2692,156626.35,1699091.13,58054.16,4161.43
0,876.29,2254.13,0,0
957,17394.28,43067.33,13772.26,691.41
4192,292576.69,2280752.3,253416.01,14656.58
6324,15260.88,185265.02,8630.26,0
5043,57363.27,482462.42,55894.69,2253.26
231,1327.03,2728.58,688.43,0
2758,2262.41,45871.95,0,273.75
706,37133.28,102563.25,28220.57,3603.09
73,23.53,31.77,0,0
2093,7866.52,42587.32,2128.65,0
5321,15102.52,6131.64,7365,672.55
767,137.38,618.4,0,0
10,928.51,116.22,0,0
2914,682.35,3985.58,6997.46,928.34
3133,2358.48,7904.55,1233.64,0
2763,290.53,6173.6,0,0
3615,1031.06,4135.28,896.31,69.9
5465,32750.84,134368.26,26872.06,264.63
353,183.55,896.06,0,0
219,46.22,67.94,0,0
1339,24348.62,183462.29,16754.83,2718.75
6163,855.34,4847.4,0,0
219,67.48,181.08,0,0
273,4020.18,22608.06,0,4624.94
185,203.43,1232.63,0,89.41
1378,3388.63,10358.02,1564.57,142.58
640,67.69,211.16,46.04,0
3235,114414.01,1111169.35,89025.59,1133.09
4053,256.79,1255.08,0,0
635,265.69,869.53,0,0
3403,17156.72,107177.74,12656.76,0
219,705.26,891.9,0,0
3805,524.68,1781.83,210.25,0
886,6405.99,29598.66,5448.34,1983.13
3121,1138.99,6189.97,579.05,0
1117,5033.94,8743.13,0,0
0,103.73,117.56,0,68.86
382,13073.62,43872.96,11817.5,0
3301,1672.55,2843.46,1269.11,9342.62
2300,163.54,242.07,0,0
2680,378.06,2345.08,246.83,241.18
17,34.54,47.9,0,0
219,467.12,5103.25,0,0
1229,7468.72,29174.52,6932.01,415.36
5260,1006.19,10692.02,102.06,0
3904,113344.7,2668358.99,6212.8,0
0,2747.94,686.98,0,1357.08
1899,12114.1,67570.6,8245.11,0
0,59.58,59.58,0,346.7
1434,137.12,360.65,0,0
248,115.43,0,115.43,0
4235,122,299.46,0,934.15
2383,153.36,391.48,0,0
0,1341.03,4523.62,447.01,3132.9
0,1379.29,1379.29,0,0
5978,1069.79,2195.03,0,0
0,236.3,2377.21,0,659.07
7,572.18,1280.75,834.16,0
4323,492.08,1529.26,304.93,0
1344,452.65,884.96,0,0
0,35.6,38.44,0,0
4084,369.18,558.96,79.23,0
24,55.8,1246.39,0,134.99
1049,17159.66,65187.25,10471.79,628.28
49,2075.02,4141.08,4418.82,0
4544,6023.64,29909.09,5285.47,0
0,46.46,200.94,0,0
3729,83561.34,750366.61,49235.99,0
1346,32.92,32.92,0,0
1599,455.25,2029.95,1354.38,0
105,114.02,114.02,683.23,0
1697,235.71,4189.56,0,0
4627,2794.34,14115.69,4739.23,0
5426,8552.45,65363.52,7631.7,0
316,38673.53,613883.24,33919.26,0
2337,697.01,1322.51,0,0
5228,1098.98,7579.96,0,220.25
5937,17086.18,105255.7,6736.89,0
0,22.42,26.9,0,0
514,66.13,80.79,53.79,0
4226,607.96,4795.91,1451.95,0
1129,2083.27,6375.38,1073.29,0
0,23.02,0,0,0
1692,254.35,1010.57,68.63,0
24,91.03,137.9,0,0
1672,46.89,49.69,0,0
2848,413.5,2073.62,182.74,0
139,255.22,925.43,116.57,0
15,23.2,124.77,0,0
1088,454.75,457.78,993.15,0
2811,2791.03,15953.84,341.33,118.05
15,4477.64,77920.44,4386.33,159.55
2624,1761.57,13666.18,1684.83,0
46,586.76,1429.99,234.91,245.74
1368,212204.51,1228377.32,131440.38,0
19,825.22,4293.09,354.86,1989.24
1967,2301.64,8586.26,3538.51,0
2877,234.91,3220.81,142.1,0
1531,45.96,108,0,0
3225,145341.83,596445.55,129982.51,0
226,736.97,3020.48,222.69,0
219,22.8,52.45,0,0
4352,260.22,1723.69,155.68,0
1551,2649.1,7714.24,1151.78,0
7850,6142.32,3202.32,34542.12,0
484,3680.86,36812,7838.91,0
499,1593.38,1869.51,981.56,0
1219,34.29,56,0,0
368,341.32,1930.5,0,0
2821,3604.92,28297.65,3875.59,0
6248,8171.35,19918.76,1591.37,1065.33
876,79.93,637.48,0,0
5523,26323.84,162677.01,16943.69,236.95
2054,899586.49,6085346.42,645241.08,0
319,115.48,50.81,130.09,0
757,209.76,610.1,501.43,0
5650,1276.49,2495.55,1972.15,0
7295,314756.18,82776.45,167081.23,0
219,705.26,6250.93,2845.24,0
7499,3448.12,17680.7,0,0
3396,1122.72,3138.78,588.98,69.7
2037,1097.48,2178.05,847.1,0
2673,6353.44,34368.9,6894.8,874.51
324,268.78,965.7,114,0
1283,1145.05,1145.05,0,4523.44
694,5228.33,17039.44,3316.86,91.64
222,21.83,31.01,0,0
5968,1051.62,907.73,241.72,22.37
17,489.48,11621.62,75.02,0
672,1669.94,43867.46,2021.96,0
2149,6237.41,46766.31,0,0
1745,9619.99,49881.81,6531.79,1630.17
854,1966.15,7125.29,1120.15,353.32
3301,17410.23,119105.1,12915.79,0
1514,19191.85,208328.68,5778.93,0
7052,1047.71,18579.18,682.72,0
0,23.74,0,0,192.5
1857,419.18,1324.22,194.25,0
1100,26563.39,104888.72,14868.2,0
73,70.32,230.41,0,0
73,34.21,38.77,0,0
2536,57296.1,469268.96,21188.89,0
1200,612.79,6229.93,0,0
2015,43014.3,208254.52,33013.12,0
275,3399.34,27120.97,6197.02,0
981,359.96,4936.97,187.01,0
1551,22.99,95.42,0,0
587,2018.76,11566.02,2858.77,104.13
34,810.71,1763.36,0,431.69
68,3494.55,9377.01,0,1168.57
475,137.55,291.27,0,0
2,193.43,458.96,0,216.69
4997,2978.69,19009.89,2070.59,44.84
884,1220.3,13138.94,931.82,0
7254,4175.12,33379.22,2570.24,1394.67
88,23.4,25.74,0,0
229,2736.32,7420.28,1629.08,0
0,36.1,41.51,0,0
6494,21587.62,286718.28,5883.52,1465.21
1521,22.96,37.59,0,0
0,938.03,4504.9,0,248.23
414,479.03,8529.4,1520.26,0
219,22.86,75.54,0,0
1293,254.25,4999.02,2660.71,0
5,84.46,148.41,0,0
2634,37178.42,240861.87,26660.79,6608.45
3342,216.34,825.89,0,0
1551,45.99,725.22,0,0
2,23.66,1123.24,0,47.3
1845,3580.17,27354.34,1409.74,0
1336,6094.42,13577.98,7640.66,934.82
5051,17058.28,108747.2,12751.45,500.54
3651,252.96,886.24,99.7,0
2624,2638.71,13789.55,1466.91,121.14
1602,140.02,489.32,0,0
4978,13891.79,43453.25,13521.83,95.28
2889,10702.81,54420.37,10158.01,1058.17
2809,1576.24,11540.15,752.12,0
672,137.78,504.84,138.08,0
706,8006.78,72535.88,4025.09,0
2252,2107.29,3577.69,2001.09,343.64
3237,1779.34,23049.65,1935.92,0
219,46.17,90.49,0,0
380,628.41,2697.83,0,175.61
0,23.91,7.17,0,0
4544,237.98,1208.73,0,0
0,59.09,108.96,0,0
553,811.16,1903.82,343.52,0
4452,275.87,4061.01,0,0
0,94.87,233.39,0,47.49
0,46.55,662.86,0,0
1998,77.05,446.14,0,35
3038,5194.78,17454.77,1148.48,0
1334,7062.86,10441.43,7257.01,432.71
3690,67262.28,537899.75,54054.03,563.57
219,59.29,128.36,0,0
1025,617.59,2428.76,260.12,67.26
2123,644.17,3434.97,708.16,0
5,942.33,2402.19,0,870.54
3629,1452.92,20336.81,901.53,310.64
2013,21306.78,128137.13,15107.69,239.51
372,828.71,2676.56,184.56,66.69
2003,44.05,0,44.05,0
4715,3404.97,6495.63,0,690.29
543,1588.77,8156.57,1324.51,0
2,96.2,0,96.2,0
2025,2070.02,18676.57,2805.93,0
2045,17917.53,122665.82,8379.02,831.31
265,1179.44,2572.6,0,0
1125,282.31,1448.28,161.09,0
1134,3825.38,29795.26,3612.67,0
1950,577.15,1204.51,0,0
4116,280.34,867.91,0,0
2191,42671.17,463507.23,22224.22,207.4
426,412.01,1341.38,364.99,0
163,161.77,31901.98,7151.23,199.68
1278,5556.01,29287.51,2765.22,1237.34
5606,23101.77,162425.5,15964.71,67.26
6565,7530.58,3540.4,7931.92,0
1490,382.93,1663.92,0,0
5586,102234.17,1056648.8,59117.62,0
3646,109239.6,1126500.35,67730.19,2480.98
2198,188.42,583.86,0,0
231,2518.92,16464.49,1425.31,2182.86
68,1183.95,4376.31,232.91,13866.65
71,724.36,2824.01,0,0
2510,4702.55,32547.95,622.66,0
12,273.39,809.34,0,0
1753,93.97,230.72,0,0
24,72.58,195.98,0,120.44
277,590.52,3160.23,527.33,0
1928,248.37,3659.52,0,0
3843,5271.9,36148.97,4532.24,0
5932,447.38,6716.95,0,0
387,841.55,2830.43,668.23,47.3
370,3034.49,13491.54,1616.55,0
73,34.45,351.44,0,0
219,112.92,112.92,112.92,0
3739,3390.73,126456.4,0,0
7,285.81,2009.15,0,3513.68
231,2714.91,4922.1,2894.32,0
1307,22.88,98.08,0,0
4983,210.06,368.17,0,22.1
0,23.66,47.33,423.1,0
7178,3303.86,34285.56,0,775.67
1738,1857.53,7814.06,1961,0
1974,648.25,3781.5,539.01,0
3909,94.6,847.22,0,0
219,23.32,484.98,0,0
1641,202.22,5062.71,0,0
7748,305.99,1826.11,454.01,0
1108,11815.05,49495.41,7617.32,616.3
3977,830.63,3760.47,337.11,0
0,35.49,119.49,0,0
2680,1995.69,8099.86,1077.64,94.22
1254,172.8,301.8,0,0
0,83.02,189.75,0,285.72
4610,8943.63,20516.46,6313.47,332.75
219,22.82,26.24,0,0
1611,1957.63,18240.2,4140.9,387.34
224,260.32,504.55,290.3,0
222,68.31,208.68,0,0
1570,23.23,23.7,0,0
1587,1934.13,7176.3,1452.76,0
2434,1434.65,8308.73,1131.75,0
553,6038,28996.84,113.9,0
285,22.68,38.56,0,0
1198,37823.3,257758.9,36096.55,5675.7
73,35.69,164.4,47.58,0
1008,22123.55,165795.64,27552.68,1879.3
22,358.77,2354.32,1316.12,290.54
2692,118.33,385.76,0,0
3994,70.04,152.99,0,0
942,3413.45,14618.91,2933.63,92.34
6740,40440.38,20642.29,39110,34.2
424,45.09,101.04,0,0
5448,8037.04,55523.16,2966.32,961.46
1144,47.46,116.78,0,0
1626,142.3,443.14,0,0
151,613.22,2355.65,0,0
105,420.55,1509.16,0,165.31
3500,932.15,4973.92,46.27,0
0,23.03,267.26,230.3,23.28
2970,99.18,656.42,0,0
2940,14108.27,34798.18,17638.54,894.35
470,23.41,49.15,0,0
2955,287.27,605.95,681.81,0
4106,36111.24,216687.8,40451.56,133.59
4067,6253.44,32245.16,3977.33,0
4248,25.42,368.18,0,0
0,23.5,65.49,0,0
6477,703.63,4308.57,0,0
3680,4534.14,30422.63,5557.41,0
389,227.54,572.88,90.86,1111.65
3045,36185.56,359944.03,15576.42,47.29
2906,8205.55,42933.55,3107.72,0
6502,44986.41,248263.64,28963.88,2998.6
976,3937.35,13692.8,4726.09,0
1205,9848.28,59245.54,6863.03,471.13
73,845.1,2695.31,0,2095.55
416,2548.69,7605,3850.17,1030.17
2,111.47,111.47,0,0
1404,141.25,216.37,0,0
73,534.63,1061.74,0,0
248,946.6,6475.04,696.52,234.8
73,23.57,23.57,0,0
4323,83534.86,512112.37,103714.11,12870.46
4218,14775.27,89055.79,11939.42,68.73
2252,5557.98,46846.66,2216.85,66.96
27,1759.7,6002.6,2345.44,3959.86
735,1953.47,6148.36,474.71,0
222,1338.12,8493.7,520.66,0
1589,69.14,638.62,0,0
0,56.16,115.47,0,0
219,66.88,73.12,0,0
506,240.71,1669.87,92.34,0
90,231.43,82.14,226,0
1821,551.96,2397.03,825.65,0
73,23.53,159.98,0,0
3863,570.89,3278.38,52.47,0
1989,24.14,38.33,0,0
1322,37922.12,102527.78,35144.62,118.78
759,4317.31,38529.31,295.65,209.62
222,908.11,908.11,1443.57,0
5275,95310.67,437017.15,60699.1,1076.75
3269,3243.74,4749.3,2692.13,2924.95
0,46.81,0,60.48,0
3452,2918.45,19051.76,1782.24,0
4260,117.54,755.33,0,0
3632,136568.58,719164.29,128038.23,1291.96
3843,41194.48,112104.25,33363.23,392.24
2531,61.27,94.03,0,0
243,12322.83,97011.03,3771.87,2116.6
19,46.95,174.85,0,0
7117,5082.21,4443.15,1784.43,0
2006,1421.14,4042.3,1858.23,0
1025,3792.69,16448.28,1356.2,126.48
864,947.44,5470.73,687.08,0
4262,2560.66,8608.62,1346.91,0
3469,453.81,1261.58,285.4,336.55
370,411.94,1242.08,184.28,0
1787,3098.62,17267.99,2012.87,214.47
207,2324.58,9042.42,116.9,135.45
920,3753.45,29160.8,5735.23,374.03
3237,60661.91,360097.65,46925.77,103.18
1796,771.3,1709.18,840.3,214.58
219,22.33,11.17,61.64,0
88,2765.08,4851.72,1775.82,0
200,17875.25,79735.34,13464.91,276.61
387,8190.15,27277.1,10793.16,723.23
4145,168518.33,1191882.58,159557.85,4016.48
7482,34568.31,110281.9,29751.77,506.78
1336,113.16,402.72,111.67,406.93
268,1342.37,5490.46,715.37,692.47
6321,1851.08,6568.12,1394.14,0
433,5242.15,42277.57,3227.39,1088.64
4347,7892.99,90249.78,4979.19,0
10,23.91,165.07,0,0
377,5380.62,45365.68,1598.51,0
767,2679.28,17338.43,1815.84,737.64
0,201.51,326.44,0,0
601,1252.35,3747.84,332.54,0
75,236.6,1962.75,0,0
0,48.38,95.56,0,483.11
29,692.67,692.67,0,2132.55
823,182.46,602.38,127.28,0
701,4647.47,19247.38,2177.49,115.05
336,4450.79,13310.92,4150.82,2495.7
4574,7825.3,106338.8,4074.95,23.77
234,450.25,449.45,7637.1,0
1215,203365,1612768.65,206506.44,30072.92
5769,455.81,982.14,96.17,0
2524,455.36,1101.88,247.27,0
239,34.64,123.72,0,0
39,726.17,7325.39,755.9,519.14
2,48.16,263.36,0,217.65
0,2770.31,981.15,0,0
12,301.65,2629.88,0,232.31
309,587.79,1744.48,0,0
3491,46376.68,433527.63,48329.06,4121.62
2604,7795.6,25560.25,5766.59,0
243,382.79,444.35,45.6,0
7405,301.83,227.06,0,0
5818,865.55,6881.88,234.69,378.29
1387,548.12,1742.32,558.44,23.6
3430,159336.77,1096295.09,105031.49,2584.21
1482,92.4,335.43,229.8,0
4810,33788.26,395638.38,20520.9,259.78
2222,1054.7,2074.54,141.76,0
3437,25.03,27.28,0,0
509,160.1,264.45,91.55,22.88
0,23.95,25.87,0,0
71,67.32,121.17,0,0
0,35.37,1399.19,0,23.53
0,23.65,29.79,0,0
2179,911.79,2995.25,228.67,185.99
0,33.6,0,0,0
4248,1975.53,20538.59,622.96,0
0,232.41,260.77,0,588.92
2,1107.38,5339.22,1048.48,0
2,241.73,1107.14,0,1947.93
2556,55666.44,187951.27,44070.21,0
6487,52876.65,480261.68,46158.95,778.33
3812,117.68,291.54,0,0
83,212.11,364.83,0,0
333,136.18,330.71,45.51,0
3517,220.61,706.09,0,0
117,17911.01,54080.25,15007.85,484.93
7088,25926.97,10399.63,1423.93,0
219,115.09,115.09,115.06,0
54,166.25,420.16,0,0
3914,30048.58,210901.89,23032.15,114.5
222,1551.92,13675.8,0,0
2003,2248.78,7930.6,1563.87,2091.57
219,23.43,55.75,0,0
3486,259.2,259.2,1130.61,0
275,455.6,10750.16,0,0
1784,81.84,128.89,0,0
2164,936.37,5996.03,0,0
222,227.42,1134.83,0,0
1784,71.13,86.53,0,0
61,281.94,1272.68,114.23,305.28
3381,1474.1,10349.26,0,0
1151,2505.96,6584.45,2785.59,0
83,1414.5,4998.77,641.16,119.92
1473,233.31,887.24,0,0
10,580.26,11947.94,5351.1,231.1
3413,983.08,11709.67,0,0
1772,1679.38,2453.71,1654.15,0
2792,1170.32,4273,420.89,0
73,23.07,60.44,0,0
699,1196.21,8256.82,0,0
2217,8885.9,40615.43,3795.34,239.35
3026,2348.44,12300.33,869.33,3674.12
896,184.93,1821.95,93.13,0
1660,4972.35,22146.64,1190.91,0
2003,7427.76,26150.58,7790.62,0
7105,6207.13,2689.68,5034.28,0
1874,2268.17,9213.47,2714.95,0
5418,64654.52,2693028.52,79505.95,0
183,458.63,1923.48,141.15,405.99
1643,3676.33,11864.56,919.77,873.62
1524,22.99,32.76,0,0
4727,285.49,961.89,391.21,0
107,1590.84,3272.56,1423.77,1568.31
0,24.14,55.52,0,48.1
1908,361.72,380.92,817.84,0
27,999.1,4429.07,571.69,143.36
2152,41035.5,213174.79,35418.68,0
2,1186.71,6065.69,0,2372.85
88,1383.15,3069.53,230.98,0
97,34.6,19.87,0,0
2524,27043.54,145080.57,24146.81,877.11
73,56.09,75.61,0,0
1044,1658.44,15622.25,624.2,222.4
1378,376.42,3767.9,46.19,0
358,7397.49,36380.87,2630.16,3146.7
2965,6212.27,21633.49,3382.34,0
5883,41331.37,252834.56,33550.22,1928.64
2427,70357.45,808432.3,25724.92,2638.01
68,47.51,136.47,0,0
979,219.13,733.37,0,0
1254,466.36,465.91,0,0
1945,106049.97,837357.64,99433.6,471.34
222,69.98,295.7,0,0
414,223.18,1114.28,119.62,0
29,162.85,856.88,454.79,34.68
1847,164.78,540.74,0,0
1108,325.93,1148.97,48.67,0
222,111.45,675.19,177.74,0
5793,614.15,1171.44,408.62,2379.7
4520,169975.29,902717.76,138133.93,3894.17
3103,7946.11,39658.66,3558.26,294.85
4700,733.61,3264.52,68.55,0
1942,6684.15,105531.57,7176.69,2045.59
1348,3632.74,7838.04,3057.01,1179.85
1017,2880.27,10820.99,2083.07,111.75
4727,357.22,380.99,0,0
7,2769.52,690.53,0,0
34,567.66,2737.02,572.77,0
2704,2661.64,14401.08,1579.27,192.72
219,47.21,52.4,0,0
7,1349.81,4569.66,2211.35,0
1370,1596.67,8869.32,2107.19,0
7,493.05,1961.21,1120.17,44.8
0,1761.53,16472.68,0,0
73,70.21,180.67,0,0
37,240.43,838.86,0,1091.99
0,88.18,998.61,0,0
1039,34.14,63.95,0,0
3573,3561.98,27560.92,1713.87,90
6823,313.95,683.14,0,0
1611,2649.73,15226.02,1723.6,23.04
501,6329.77,19552.62,1406.29,838.51
239,710.41,3157.61,0,0
27,182.92,281,0,84.62
2651,47.96,48.92,0,0
4133,4449.3,45013,8938.43,2267.49
2775,8610.13,35135.94,6013.84,0
4722,1722.66,16819.49,0,1173.34
4454,129.89,211.84,0,44.59
1470,46.53,52.17,0,0
385,1014.06,5206.09,829.96,252.4
73,34.43,95.5,0,0
22,44.28,144.45,0,177.85
73,355.63,975.61,166.67,47.17
406,105.64,164.37,0,0
2760,23.59,64.98,0,0
1718,23.84,33.37,0,0
3778,954.8,19527.36,7535.1,0
419,322.66,1906.79,346.79,0
75,34.48,42.52,0,0
1482,4692.92,17198.1,3596.58,120.67
630,159.22,337.96,0,0
112,469.92,2822.99,0,0
3863,5613.25,27351.38,3277.54,0
0,23.66,110.74,0,0
12,22.98,22.98,134.43,0
2848,3340.05,15783.03,1240.39,47.23
0,120.33,89.05,0,0
219,47.41,30.82,0,0
5640,233307.97,2026111.45,123307.39,4596.13
2295,15186.7,60566.96,14609.59,0
1903,70091.3,1081870.39,24763.73,0
4756,2477.53,9991.82,2007.78,240.84
3887,1080.1,4896.63,666.02,0
319,34.22,62.73,0,0
2154,1596.15,4524.34,765.88,68.91
0,22.42,28.78,0,0
0,141.66,276.24,0,23.66
2514,93.56,134.43,47.21,0
7684,53992.85,117019.01,46660.29,24.19
536,17341.36,80200.3,13896.49,1971.61
5355,3789.78,18759.26,2915.98,430.77
3048,2039.35,8213.34,1515.35,70.76
1198,1034.76,7394.75,805.31,15243.5
3138,219.01,1074.6,100.09,0
392,698.6,695.88,0,0
4043,36202.73,292659.94,31225.4,1557.36
290,668.79,668.79,0,922.41
1794,140.63,615.59,70.93,0
4812,12707.72,84273.98,8768.1,3765.95
0,46.72,124.5,0,0
3520,33005.87,353733.59,11334.4,138.3
4720,3708.99,15415.69,2670.78,0
80,69.93,1271.63,0,0
251,878.72,3318.38,929.76,0
3142,2165.71,15527.29,0,0
2,303.63,1144.15,733.21,70.43
0,72.43,187.84,133.03,1436.55
5372,404.75,195.1,0,0
75,5676.42,26102.45,5199.6,0
1536,36375.15,501570.93,25793.17,1602.61
4204,4156.82,56017.85,19886.74,0
1604,116.9,393.94,278.98,0
73,47.16,88.43,0,0
2785,710.14,3390.53,0,0
4459,9748.05,53955.45,6020,70.58
2656,10365.99,73443.83,7494.54,255.61
7487,65439.89,579955.89,44327.37,0
1456,367.47,2365.85,669.5,0
73,23.47,36.84,0,0
114,617.23,7312.66,923.43,96.63
1458,4611.43,32355.35,4112.63,775.7
222,160.04,228.65,0,0
73,23.16,61.15,0,0
6645,45397.24,413193.38,27267.95,963.16
175,12721.72,122816.88,9432.47,3382.08
1643,1542.16,7497.09,2102.77,600.01
2612,5462.73,85477.2,4147.77,0
835,92.5,517.22,0,0
1830,96.75,133.38,0,0
4471,1300.66,5575.77,520.01,0
73,138.52,695.93,0,0
73,35.48,73.79,0,0
122,136311.32,1824876.41,160501.6,6143.37
1784,1983.55,3516.65,1592.05,0
0,23.93,31.11,0,0
219,67.54,105.58,0,0
219,225.45,538.15,0,0
73,784.92,4282.68,0,0
78,863.41,2755.01,723.38,95.51
141,3160.9,13571.14,2165.03,265.31
397,4174.71,15865.1,2931.14,1898.09
4574,3677.77,26603.31,2751.74,456.85
562,491.88,2789.88,252.09,766.4
3508,10134.8,48334.24,4968.66,2652.29
630,90.19,646.53,67.8,0
268,6071.98,30443.57,4998.06,0
3220,122.08,957.48,0,0
231,986.06,2707.45,0,0
1239,11993.64,55541.43,979.11,0
3556,12476.54,70316.78,8871.21,355.96
1480,31926.38,65740.43,17032.81,0
7633,138.42,289.09,0,0
2,59.88,59.88,0,0
5231,8403.07,316374.89,0,0
445,68.68,133.77,0,0
5000,64841.87,425807.58,47738.55,1034.63
2276,2346.42,4149.27,1644.29,0
1390,1056.56,2571.31,0,232.38
54,4483.1,329144.46,13186.33,9525.84
1682,71.42,87.38,0,72.41
837,69.37,28.9,222.55,0
5185,9954.41,13027.05,10085.01,282.22
80,876.84,4159.77,691.74,0
6711,48185.58,117155.38,39798.24,2659.99
3186,701.75,1562.5,335.79,0
2590,3124.02,42811.31,5700.88,0
2079,36307.44,184524.11,25661.1,3582.3
742,843.59,2885.9,602.85,1207.52
4790,5117.1,18006.26,3739.27,1015
482,3264.02,20307.34,0,0
3308,1452.02,1998.32,1712.27,0
1159,1275.47,4106.2,1369.07,1000.03
5246,4263.33,14961.03,1307.69,0
5272,103015.89,789956.41,74464.95,0
2743,60779.51,564361.6,63036.45,0
2385,37368.44,184580.09,43875.71,520.59
4481,1399.2,5254.05,1146.75,0
1059,227.08,1885.09,302.89,0
0,44.76,0,44.76,0
1855,190.88,972.26,96.23,0
190,3373.9,20521.48,5050.4,1523.58
1585,3701.31,15884.14,4960.36,0
1224,3025.05,31247.59,3786.15,282.85
1331,269.69,3059.32,0,23.07
2361,36025.13,305239.09,39583.51,1137.11
51,2549.83,13817.49,758.51,0
716,1009.77,5472.91,482.88,264.73
2420,1170.78,12494.73,312.14,0
73,230.3,1040.95,0,0
1198,440.86,1530.91,455.33,114.34
5973,69993.42,383461.71,32634.3,448.7
10,46.24,23.12,0,0
110,18902.09,53293.05,0,0
7066,37.39,146.68,0,0
3096,98.89,103.82,0,0
4688,28074.62,223417.1,17381.92,0
1241,94.78,121.66,0,0
161,1554.22,6911.85,1780.83,2100.98
92,111.66,1649.9,0,493.14
584,46.11,86.75,0,0
0,241.44,6253.36,1451.55,750.59
2439,20171.51,242666.32,10792.53,0
623,3204.59,13759.28,1259.09,181.15
5540,3241.97,453.61,362.96,0
981,997.74,6859.63,1310.73,0
2356,634.18,1320.93,0,0
73,134.1,1046,0,0
6136,19854.4,240399.59,1285.68,0
2909,2992.85,9897.05,944.34,0
15,59.37,59.37,0,0
2144,1848.89,9013.54,1406.35,69.91
6925,111817.1,599810.92,59869,5151.66
219,146.25,803,0,0
7151,2333.25,438.27,4959.51,0
4832,49.71,304.1,166.57,275.39
321,49141.06,473552.28,74826.33,24385.92
2449,48.49,145.24,0,70.84
1677,33136.18,78762.03,29554.84,161.13
4756,1211.69,5863.73,468.85,0
1054,295.9,3720.51,229.34,0
1200,23801.01,85896.84,21832.07,171.46
835,41084.28,182721.93,31868.15,6303.32
1110,2990.92,11929.38,1806.72,102.59
44,2559.95,26180.57,1079.29,1469.13
470,11790.22,80476.66,16378.86,4605.99
1441,1333.7,29462.6,0,0
480,10225.67,48655.19,12068.45,480.14
6166,34.65,64.69,0,0
5029,18823.91,69136.99,16496.44,712.23
905,125260.51,1989280.81,52945.1,0
34,572.76,1756.74,540,2095.14
5119,31965.21,314014.22,9053.2,0
433,3674.88,17469.4,3612.93,793.76
2364,33790.42,186561.14,36129.5,432.41
183,165.17,742.7,59.16,0
7044,163.81,1443.68,0,167.16
0,35.05,22.9,46.74,0
3415,2464.88,7614.95,1674.49,0
3736,7395,89301.16,4614.5,640.2
0,1140.96,1972.91,0,0
533,770.57,10831.36,111.9,23.67
1811,106.41,621.88,0,0
501,1346.33,7765.66,2441.39,289.07
5409,30176.12,356606.3,20283.25,0
180,81.17,214.52,0,67.02
75,232.91,715.6,0,0
453,474.93,1934.97,92.16,0
3663,160771.9,1340337.34,108363.39,2524.49
516,8684.08,38136.41,13292.51,71.01
2716,8240.23,28546.6,7728.4,0
